Topic,Count,Name,Representation,Representative_Docs,Top Keywords
338,26,338_refusal_dysfunctional_disorganize_unsuccessful,"['refusal', 'dysfunctional', 'disorganize', 'unsuccessful', 'quote', 'troubleshoot', 'fill', 'five', 'except', 'constant']","['get quote try five time get try fill application', 'get quote try five time get try fill application', 'get quote try five time get try fill application']","refusal, dysfunctional, disorganize, unsuccessful, quote, troubleshoot, fill, five, except, constant"
339,26,339_tower_worked_pixel_forced,"['tower', 'worked', 'pixel', 'forced', 'april', 'prior', 'galaxy', 'vpn', 'hello', 'cell']","['know change since last update stay hello screen access nothing unless restart phone Galaxy huge inconvenience clear datum nothing VPN use cell tower', 'know change since last update stay hello screen access nothing unless restart phone Galaxy huge inconvenience clear datum nothing VPN use cell tower', 'know change since last update stay hello screen access nothing unless restart phone Galaxy huge inconvenience clear datum nothing VPN use cell tower']","tower, worked, pixel, forced, april, prior, galaxy, vpn, hello, cell"
340,26,340_trader_flake_active_slam,"['trader', 'flake', 'active', 'slam', 'loved', 'unpredictable', 'probably', 'longtime', 'rooted', 'hello']","['app constantly problem active trader use', 'app constantly problem active trader use', 'app constantly problem active trader use']","trader, flake, active, slam, loved, unpredictable, probably, longtime, rooted, hello"
341,26,341_veiw_straw_text_medium,"['veiw', 'straw', 'text', 'medium', 'final', 'email', 'tracking', 'loyal', 'activation', 'protocol']","['zero understand Truist keep change function get text message Zelle fix continue email choice change back ridiculous need message go email request change function back would like option go bank go put social medium', 'zero understand Truist keep change function get text message Zelle fix continue email choice change back ridiculous need message go email request change function back would like option go bank go put social medium', 'zero understand Truist keep change function get text message Zelle fix continue email choice change back ridiculous need message go email request change function back would like option go bank go put social medium']","veiw, straw, text, medium, final, email, tracking, loyal, activation, protocol"
342,25,342_travel_autopay_nooooo_eom,"['travel', 'autopay', 'nooooo', 'eom', 'lawdy', 'activate', 'arrive', 'overbook', 'deactivate', 'menace']","['Truist Suntrust App lame rather use website save device space want put travel note credit card card expire eom new card arrive manage Card Control select credit card activate new card deactivate current one nooooo selection activate activate elsewhere access card also autopay reject travel sorry app show Service Unavailable Lawdy smh', 'Truist Suntrust App lame rather use website save device space want put travel note credit card card expire eom new card arrive manage Card Control select credit card activate new card deactivate current one nooooo selection activate activate elsewhere access card also autopay reject travel sorry app show Service Unavailable Lawdy smh', 'Truist Suntrust App lame rather use website save device space want put travel note credit card card expire eom new card arrive manage Card Control select credit card activate new card deactivate current one nooooo selection activate activate elsewhere access card also autopay reject travel sorry app show Service Unavailable Lawdy smh']","travel, autopay, nooooo, eom, lawdy, activate, arrive, overbook, deactivate, menace"
343,25,343_loading_logout_engine_boot,"['loading', 'logout', 'engine', 'boot', 'screen', 'bucket', 'freezing', 'initially', 'upon', 'wjll']","['nothing ever load loading screen every option never get past loading screen random logout middle look information app upon log get stuck loading screen user force close try hope work correct', 'nothing ever load loading screen every option never get past loading screen random logout middle look information app upon log get stuck loading screen user force close try hope work correct', 'nothing ever load loading screen every option never get past loading screen random logout middle look information app upon log get stuck loading screen user force close try hope work correct']","loading, logout, engine, boot, screen, bucket, freezing, initially, upon, wjll"
344,25,344_pretense_usual_false_opinion,"['pretense', 'usual', 'false', 'opinion', 'mislead', 'express', 'learn', 'fake', 'miss', 'know']","['false pretense usual', 'false pretense usual', 'false pretense usual']","pretense, usual, false, opinion, mislead, express, learn, fake, miss, know"
345,25,345_lousy_average_abysmal_mediocre,"['lousy', 'average', 'abysmal', 'mediocre', 'mid', 'sub', 'par', 'way', 'every', 'well']","['lousy', 'lousy', 'lousy']","lousy, average, abysmal, mediocre, mid, sub, par, way, every, well"
346,25,346_steadily_altogether_mis_snapshot,"['steadily', 'altogether', 'mis', 'snapshot', 'serious', 'endless', 'course', 'pick', 'pathetic', 'defeat']","['barely function every time log tell log year app get steadily bad think time get new bank altogether', 'like say app often need force stop able log yes new version also lot problem mobile deposit lately mis read every check deposit force person bank ugh defeat purpose listen everyone say well', 'like say app often need force stop able log yes new version also lot problem mobile deposit lately mis read every check deposit force person bank ugh defeat purpose listen everyone say well']","steadily, altogether, mis, snapshot, serious, endless, course, pick, pathetic, defeat"
347,25,347_okay_satisfactory_sorry_cool,"['okay', 'satisfactory', 'sorry', 'cool', 'fine', '', '', '', '', '']","['okay', 'okay', 'okay']","okay, satisfactory, sorry, cool, fine, , , , , "
