Review,Date,Stars,Cleaned Reviews
Very difficult to get an account,2024-11-14,2,difficult get account
I am SOOOOOO UPSET THAT MY PHONE IS UNABLE TO GET TD APP. IVE HAD IT FOR YEARS AND ALL OF A SUDDEN YOU TAKE IT AWAY FROM ME. WHY. And don't tell us to get a newer phone. Im.a senior lady and on a fixed income like SOOOOOO many other people. Try to consider us,2024-11-13,2,soooooo upset phone unable get APP IVE year sudden take away WHY tell get new phone senior lady fix income like SOOOOOO many people try consider
Over sensitive Fraud Protections that prevent you from using your own money. Worst I have experienced by far.,2024-11-13,2,sensitive Fraud Protections prevent use money bad experience far
"Every time I log in to the mobile app and click on one of my accounts, the app closes. Never had this issue - says the app was updated 4 days ago and now it suddenly doesn't work. Uninstalled and reinstalled and still doesn't work. Was 5 star until this...",2024-11-12,2,every time log mobile app click one account app close never issue say app update day ago suddenly work uninstalled reinstalled still work star
Your app sucks ! It does not accept the password I created ! I can not access my account info. Id give no star at all if it would let me,2024-11-11,2,app suck accept password create access account info give star would let
"I do not recommend this bad bank. Transactions were made from my debit account without my authorization, $5k dollars were withdrawn and the bank did nothing to recover my money. Do not lose your money.",2024-11-10,2,recommend bad bank transaction make debit account without authorization dollar withdraw bank nothing recover money lose money
America's least convenient bank,2024-11-10,2,America least convenient bank
"From the bank accounts I have I believe TD bank is the worst,plus they scam your card and then you need to reset your password not useful,neither helpful on nothing ,be careful with them stealing your username to enter your account",2024-11-09,2,bank account believe bank bad plus scam card need reset password useful neither helpful nothing careful steal username enter account
I cannot access information regarding my accounts on this app because I'm being told that my phone is not compatible with this app. Very frustrating.,2024-11-09,2,access information regard account app tell phone compatible app frustrating
The updated version is terrible,2024-11-09,2,update version terrible
Doesn't work on my device.,2024-11-08,2,work device
Incompatable with my phone!,2024-11-06,2,incompatable phone
Horrible customer support,2024-11-06,2,horrible customer support
"The required update doesn't install on a Samsung Galaxy S7 (as another client pointed out). JC's (whoever that may be) reply was to upgrade the OS to 9.0, but, as a techie should know, a Galaxy S7 can't be upgraded to 9.0, so JC's ""cloaked"" reply was really ""get a new phone"" ... unacceptable. Backwards compatibility should always be maintained when upgrading a corporate system unless there's an good reason for doing otherwise; can you supply a good reason, JC? (written by Gary Burton, not Allie)",2024-11-04,2,require update install Samsung Galaxy another client point whoever may reply upgrade techie know Galaxy upgrade cloaked reply really get new phone unacceptable backwards compatibility always maintain upgrade corporate system unless good reason otherwise supply good reason write Gary Burton Allie
