Review,Date,Stars,Cleaned Reviews,neg,neu,pos,compound,vader_label,star_sentiments
I haven't been able to borrow anything even though it says that I am eligible. Says that I can get my credit score for no charge. I have tried to get my credit score twice and both times I have been unable to get it. The app just wants me to. Upgrade to the paid version. 2 stars was probably 2 stars too many,2024-10-16,2,able borrow anything even though say eligible say get credit score charge try get credit score twice time unable get app want upgrade pay version star probably star many,0.036,0.879,0.085,0.4588,positive,0
The app is very easy to access. But you can get a loan pay it back early or put back on time and you're still going to get the same amount as last time or maybe even lower. And on top of that it only uses one of my accounts when I can't understand why they don't use Cashspps account because that's where a lot of my money comes from so they got stuff a little backwards,2024-10-12,2,app easy access get loan pay back early put back time still go get amount last time maybe even low top use one account understand use Cashspps account lot money come get stuff little backwards,0.057,0.888,0.055,-0.0267,neutral,0
Advance are not enough get bigger Advance other places once get chance leaving,2024-10-10,2,Advance enough get big Advance place get chance leave,0.0,0.857,0.143,0.25,positive,0
To be honest it's OK for a quick few bucks in a hurry but the amounts you can borrow always change and they never go up they always go down they want you to subscribe to get more or invite friends but they charge a fee for borrowing anyways so why have a different subscription when you already pay for one the highest I was able to borrow was 90 now it's down to 75 even though I pay it back on time most times even early makes no sense,2024-10-10,2,honest quick buck hurry amount borrow always change never always want subscribe get invite friend charge fee borrow anyways different subscription already pay one high able borrow even though pay back time time even early make sense,0.064,0.805,0.132,0.7528,positive,0
Have to pay fee before you can see the advance amount. And the fee to advance ratio is nearly twice as much as other options. Waste of 5.99,2024-10-10,2,pay fee see advance amount fee advance ratio nearly twice much option waste,0.139,0.861,0.0,-0.4939,negative,0
Frustrating,2024-10-09,2,frustrating,1.0,0.0,0.0,-0.4404,negative,0
"I have had Cleo several months. I have taken out a small amt on payday and repaid it and have never missed or been late. Two weeks ago, after repaying, it told me I was ineligible for a new one. A few days later it finally approved me but at a lower amount. Now here we are again, payday comes and I repay my loan and I cannot take another one out. My payday and salary haven't changed, my spending habits haven't changed yet I can't take money out and no one can tell me why!!",2024-09-30,2,Cleo several month take small amt payday repay never miss late two week ago repay tell ineligible new one day later finally approve low amount payday come repay loan take another one payday salary change spending habit change yet take money one tell,0.068,0.896,0.037,-0.5913,negative,0
"Review may be subject to change depending on response, but right now I can't do much with the app as it shows my bank acct ( US Bank) as refreshed, but won't allow me to select it for anything or even as default. Making the while app mostly useless. I have deleted and re-added with no luck. My android is only two years old. I have screenshot if needed",2024-09-28,2,Review may subject change depend response right much app show bank acct Bank refresh allow select anything even default make app mostly useless delete add luck android two year old screenshot need,0.116,0.83,0.054,-0.5422,negative,0
I'm having a hard time getting the app to recognize my email address. Plus it's just buffering and nothing else is happening. Darlene Flanders,2024-09-27,2,hard time get app recognize email address plus buffer nothing else happen Darlene Flanders,0.06,0.94,0.0,-0.1027,negative,0
Telling my to update my plan and will not let me borrow but I already this when I enrolled,2024-09-27,2,tell update plan let borrow already enrol,0.0,1.0,0.0,0.0,neutral,0
"6 bucks left, a candy bar is $1.30. Why do you decline that? Sick of this app doing that to the smallest purchase.",2024-09-26,2,buck leave candy bar decline Sick app small purchase,0.142,0.858,0.0,-0.5106,negative,0
I got my first referral plus the $40 to that now they don't want to give me my second referral the 120 + 80 and you can't talk to nobody but robots 😡😡😡,2024-09-26,2,get first referral plus want give second referral talk nobody robot,0.036,0.964,0.0,-0.0286,neutral,0
"The app did not allow an advance any higher than $30 + $5.99 fee. Paid back the advance, canceled the subscription, and deleted my account. Defeats the purpose of getting the app for an advance when needed, if you are not going to get the amount you need. I do not endorse or recommend getting or using this app for cash advances. It is a waste and a huge letdown. Don't be fooled. Pay attention to the reviews!",2024-09-21,2,app allow advance high fee pay back advance cancel subscription delete account defeat purpose get app advance need go get amount need endorse recommend get use app cash advance waste huge letdown fool pay attention review,0.134,0.796,0.07,-0.6542,negative,0
Good app,2024-09-20,2,good app,0.0,0.256,0.744,0.4404,positive,0
Well this app an I had some ups an downs some was my fault some was they fault but the difference is I corrected my wrongs they have yet to do so I could a bunch of negative facts but they helped me so I won't I'm still trying to work with them but when you ask to speak to a person an the A.I bot says no ppl here. You better believe them.. Dealing with finances an you gt get a am A.I bot THEY DO THAT.,2024-09-19,2,well app fault fault difference correct wrong yet could bunch negative fact help still try work ask speak person bot say ppl well believe deal finance get bot,0.123,0.791,0.086,-0.5423,negative,0
Sucks,2024-09-17,2,suck,1.0,0.0,0.0,-0.3612,negative,0
The reminders for the payment are really annoying and the fact that y'all try to take out a few days before renewal is really annoying. I won't be using this app again.,2024-09-15,2,reminder payment really annoying fact try take day renewal really annoying use app,0.176,0.824,0.0,-0.7172,negative,0
So I decided to give app a try and I can now say they have made a great app! Everything works like it should and is easy to use!,2024-09-14,2,decide give app try say make great app everything work like easy use,0.0,0.686,0.314,0.8774,positive,0
